,wind_code,sec_name,ar_by_buyer_name,ar_buyer_standard,ar_buyer_subid,cus_name,cus_name_standard,cus_name_subid,ar_buyer_region,cus_region,match_score
414629,300757.SZ,罗博特科,泰州隆基乐叶光伏科技有限公司,泰州隆基乐叶光伏科技有限公司,10,泰州隆基乐叶光伏科技有限公司/合肥隆基乐叶光伏科技有限公司,泰州隆基乐叶光伏科技有限公司/合肥隆基乐叶光伏科技有限公司,7,泰州,泰州,100
414630,300757.SZ,罗博特科,泰州隆基乐叶光伏科技有限公司,泰州隆基乐叶光伏科技有限公司,10,泰州隆基乐叶光伏科技有限公司/隆基乐叶光伏科技有限公司,泰州隆基乐叶光伏科技有限公司/隆基乐叶光伏科技有限公司,8,泰州,泰州,100
414679,300757.SZ,罗博特科,苏州阿特斯阳光电力科技有限公司,苏州阿特斯阳光电力科技有限公司,14,苏州阿斯特阳光电力科技有限公司,苏州阿斯特阳光电力科技有限公司,9,苏州,苏州,93
414680,300757.SZ,罗博特科,苏州阿特斯阳光电力科技有限公司,苏州阿特斯阳光电力科技有限公司,14,苏州阿斯特阳关电力科技有限公司/盐城阿斯特协鑫阳光电力科技有限公司,苏州阿斯特阳关电力科技有限公司/盐城阿斯特协鑫阳光电力科技有限公司,10,苏州,苏州,87
414681,300757.SZ,罗博特科,苏州阿特斯阳光电力科技有限公司,苏州阿特斯阳光电力科技有限公司,14,苏州阿特斯阳光电力科技有限公司/盐城阿特斯协鑫阳光电力科技有限公司,苏州阿特斯阳光电力科技有限公司/盐城阿特斯协鑫阳光电力科技有限公司,11,苏州,苏州,100
414748,300758.SZ,七彩化学,宁波市思创颜料有限公司,宁波市思创颜料有限公司,4,宁波市思创颜料有限公司,宁波市思创颜料有限公司,9,宁波,宁波,100
414816,300758.SZ,七彩化学,杭州信凯实业有限公司,杭州信凯实业有限公司,10,杭州信凯实业有限公司,杭州信凯实业有限公司,11,杭州,杭州,100
415252,300763.SZ,锦浪科技,安徽中翰太阳能科技有限公司,安徽中翰太阳能科技有限公司,8,安徽中翰太阳能科技有限公司,安徽中翰太阳能科技有限公司,12,安徽,安徽,100
415267,300763.SZ,锦浪科技,河北隆基泰和云能源科技有限公司,河北隆基泰和云能源科技有限公司,9,河北隆基泰和云能源科技有限公司,河北隆基泰和云能源科技有限公司,13,河北,河北,100
415310,300763.SZ,锦浪科技,浙江正泰新能源开发有限公司,浙江正泰新能源开发有限公司,12,浙江正泰,浙江正泰,14,浙江,浙江,100
415416,300765.SZ,新诺威,山东漱玉平民药业有限公司,山东漱玉平民药业有限公司,9,山东漱玉平民药业有限公司及同一控制下公司,山东漱玉平民药业有限公司及同一控制下公司,10,山东,山东,100
415629,300766.SZ,每日互动,百度在线网络技术(北京)有限公司,百度在线网络技术(北京)有限公司,12,百度在线网络技术(北京)有限公司,百度在线网络技术(北京)有限公司,13,北京,北京,100
415667,300766.SZ,每日互动,罗布(上海)网络科技有限公司,罗布(上海)网络科技有限公司,14,罗布(上海)网络科技有限公司,罗布(上海)网络科技有限公司,15,上海,上海,100
415810,300767.SZ,震安科技,临沂金锣糖尿病康复医院,临沂金锣糖尿病康复医院,6,临沂金锣糖尿病康复医院,临沂金锣糖尿病康复医院,6,临沂,临沂,100
415860,300767.SZ,震安科技,云南省建设投资控股集团有限公司,云南省建设投资控股集团有限公司,9,云南省建设投资控股集团有限公司,云南省建设投资控股集团有限公司,8,云南,云南,100
415894,300767.SZ,震安科技,北京城建集团有限责任公司,北京城建集团有限责任公司,11,北京城建集团有限责任公司,北京城建集团有限责任公司,10,北京,北京,100
415895,300767.SZ,震安科技,北京城建集团有限责任公司,北京城建集团有限责任公司,11,北京建工集团有限责任公司,北京建工集团有限责任公司,11,北京,北京,92
415910,300767.SZ,震安科技,北京建工集团有限责任公司,北京建工集团有限责任公司,12,北京城建集团有限责任公司,北京城建集团有限责任公司,10,北京,北京,92
415911,300767.SZ,震安科技,北京建工集团有限责任公司,北京建工集团有限责任公司,12,北京建工集团有限责任公司,北京建工集团有限责任公司,11,北京,北京,100
415929,300767.SZ,震安科技,曲靖市妇幼保健院,曲靖市妇幼保健院,13,曲靖市妇幼保健院,曲靖市妇幼保健院,13,曲靖,曲靖,100
416047,300769.SZ,德方纳米,宁德时代新能源科技股份有限公司,宁德时代新能源科技股份有限公司,1,宁德时代,宁德时代,3,宁德,宁德,100
416048,300769.SZ,德方纳米,宁德时代新能源科技股份有限公司,宁德时代新能源科技股份有限公司,1,宁德时代新能源科技股份有限公司,宁德时代新能源科技股份有限公司,4,宁德,宁德,100
416108,300769.SZ,德方纳米,湖北金泉新材料有限公司,湖北金泉新材料有限公司,5,湖北金泉,湖北金泉,12,湖北,湖北,100
416222,300771.SZ,智莱科技,上海富友电子商务有限公司,上海富友电子商务有限公司,1,上海富友电子商务有限公司,上海富友电子商务有限公司,5,上海,上海,100
416298,300771.SZ,智莱科技,浙江驿栈网络科技有限公司,浙江驿栈网络科技有限公司,7,浙江驿栈网络科技有限公司,浙江驿栈网络科技有限公司,9,浙江,浙江,100
416311,300771.SZ,智莱科技,深圳中集电商物流科技有限公司,深圳中集电商物流科技有限公司,8,深圳中集电商物流科技有限公司,深圳中集电商物流科技有限公司,10,深圳,深圳,100
416324,300771.SZ,智莱科技,深圳市丰巢科技有限公司,深圳市丰巢科技有限公司,9,深圳市丰巢科技有限公司,深圳市丰巢科技有限公司,11,深圳,深圳,100
416575,300773.SZ,拉卡拉,上海秉垚网络信息服务有限公司,上海秉垚网络信息服务有限公司,2,上海秉垚网络信息服务有限公司,上海秉垚网络信息服务有限公司,2,上海,上海,100
416662,300773.SZ,拉卡拉,山西钱付通科技有限公司,山西钱付通科技有限公司,7,山西钱付通科技有限公司,山西钱付通科技有限公司,9,山西,山西,100
416714,300773.SZ,拉卡拉,深圳市锐丰伟业科技有限公司,深圳市锐丰伟业科技有限公司,10,深圳市锐丰伟业科技有限公司,深圳市锐丰伟业科技有限公司,13,深圳,深圳,100
416909,300774.SZ,倍杰特,乌海市乌达区自来水有限公司,乌海市乌达区自来水有限公司,6,乌海市乌达区自来水有限公司,乌海市乌达区自来水有限公司,9,乌海,乌海,100
417052,300774.SZ,倍杰特,北京燕山玉龙石化工程股份有限公司,北京燕山玉龙石化工程股份有限公司,11,北京燕山玉龙石化工程有限公司,北京燕山玉龙石化工程有限公司,17,北京,北京,86
417053,300774.SZ,倍杰特,北京燕山玉龙石化工程股份有限公司,北京燕山玉龙石化工程股份有限公司,11,北京燕山玉龙石化工程股份有限公司,北京燕山玉龙石化工程股份有限公司,18,北京,北京,100
417168,300774.SZ,倍杰特,西安市建总工程集团有限公司,西安市建总工程集团有限公司,15,西安市建总工程集团有限公司,西安市建总工程集团有限公司,25,西安,西安,100
417196,300774.SZ,倍杰特,鄂尔多斯市金诚泰化工有限责任公司,鄂尔多斯市金诚泰化工有限责任公司,16,鄂尔多斯市金诚泰化工有限责任公司,鄂尔多斯市金诚泰化工有限责任公司,26,鄂尔多斯,鄂尔多斯,100
417197,300774.SZ,倍杰特,鄂尔多斯市金诚泰化工有限责任公司,鄂尔多斯市金诚泰化工有限责任公司,16,鄂尔多斯金诚泰化工有限责任公司,鄂尔多斯金诚泰化工有限责任公司,27,鄂尔多斯,鄂尔多斯,93
417277,300776.SZ,帝尔激光,上海玛企电子科技有限公司,上海玛企电子科技有限公司,3,上海玛企电子科技有限公司,上海玛企电子科技有限公司,2,上海,上海,100
417295,300776.SZ,帝尔激光,东方环晟光伏(江苏)有限公司,东方环晟光伏(江苏)有限公司,4,东方环晟光伏(江苏)有限公司,东方环晟光伏(江苏)有限公司,3,江苏,江苏,100
417313,300776.SZ,帝尔激光,南京日托光伏科技股份有限公司,南京日托光伏科技股份有限公司,5,南京日托光伏科技股份有限公司,南京日托光伏科技股份有限公司,4,南京,南京,100
417331,300776.SZ,帝尔激光,南通苏民新能源科技有限公司,南通苏民新能源科技有限公司,6,南通苏民新能源科技有限公司,南通苏民新能源科技有限公司,5,南通,南通,100
417367,300776.SZ,帝尔激光,天合光能(常州)科技有限公司,天合光能(常州)科技有限公司,8,天合光能(常州)科技有限公司,天合光能(常州)科技有限公司,7,常州,常州,100
417426,300776.SZ,帝尔激光,泰州隆基乐叶光伏科技有限公司,泰州隆基乐叶光伏科技有限公司,11,泰州隆基乐叶光伏科技有限公司,泰州隆基乐叶光伏科技有限公司,15,泰州,泰州,100
417479,300776.SZ,帝尔激光,赣州爱康光电科技有限公司,赣州爱康光电科技有限公司,14,赣州爱康光电科技有限公司,赣州爱康光电科技有限公司,17,赣州,赣州,100
417511,300778.SZ,新城市,深圳市交通运输委员会,深圳市交通运输委员会,3,深圳市交通运输委员会,深圳市交通运输委员会,5,深圳,深圳,100
417536,300778.SZ,新城市,深圳市大鹏新区建设管理服务中心,深圳市大鹏新区建设管理服务中心,5,深圳市大鹏新区建设管理服务中心,深圳市大鹏新区建设管理服务中心,6,深圳,深圳,100
417561,300778.SZ,新城市,深圳市规划和国土资源委员会,深圳市规划和国土资源委员会,7,深圳市规划和国土资源委员会,深圳市规划和国土资源委员会,7,深圳,深圳,100
417574,300778.SZ,新城市,深圳市龙岗区建筑工务局,深圳市龙岗区建筑工务局,8,深圳市龙岗区建筑工务局,深圳市龙岗区建筑工务局,8,深圳,深圳,100
417718,300779.SZ,惠城环保,山东寿光鲁清石化有限公司,山东寿光鲁清石化有限公司,13,山东寿光鲁清石化有限公司,山东寿光鲁清石化有限公司,8,山东,山东,100
417729,300779.SZ,惠城环保,山东玉皇盛世化工股份有限公司,山东玉皇盛世化工股份有限公司,14,山东玉皇盛世化工股份有限公司,山东玉皇盛世化工股份有限公司,9,山东,山东,100
417740,300779.SZ,惠城环保,山东神驰化工集团有限公司,山东神驰化工集团有限公司,15,山东神驰化工集团有限公司,山东神驰化工集团有限公司,10,山东,山东,100
418162,300783.SZ,三只松鼠,北京京东世纪信息技术有限公司,北京京东世纪信息技术有限公司,3,北京京东世纪信息技术有限公司(京东自营),北京京东世纪信息技术有限公司(京东自营),4,北京,北京,100
418246,300783.SZ,三只松鼠,浙江优集供应链管理有限公司,浙江优集供应链管理有限公司,9,浙江天猫供应链管理有限公司(天猫超市),浙江天猫供应链管理有限公司(天猫超市),10,浙江,浙江,85
418259,300783.SZ,三只松鼠,浙江天猫供应链管理有限公司,浙江天猫供应链管理有限公司,10,浙江天猫供应链管理有限公司(天猫超市),浙江天猫供应链管理有限公司(天猫超市),10,浙江,浙江,100
418273,300783.SZ,三只松鼠,浙江天猫技术有限公司,浙江天猫技术有限公司,11,浙江天猫技术有限公司(天猫商城),浙江天猫技术有限公司(天猫商城),11,浙江,浙江,100
418336,300784.SZ,利安科技,宁波普瑞均胜汽车电子有限公司,宁波普瑞均胜汽车电子有限公司,5,宁波普瑞均胜汽车电子有限公司,宁波普瑞均胜汽车电子有限公司,9,宁波,宁波,100
418349,300784.SZ,利安科技,宁波普瑞均胜汽车电子有限公司和宁波均胜新能源研究院有限公司,宁波普瑞均胜汽车电子有限公司和宁波均胜新能源研究院有限公司,6,宁波普瑞均胜汽车电子有限公司,宁波普瑞均胜汽车电子有限公司,9,宁波,宁波,100
418363,300784.SZ,利安科技,宁波盛威卓越安全设备有限公司,宁波盛威卓越安全设备有限公司,7,宁波盛威卓越安全设备有限公司,宁波盛威卓越安全设备有限公司,10,宁波,宁波,100
418450,300785.SZ,值得买,北京派瑞威行广告有限公司,北京派瑞威行广告有限公司,4,北京派瑞威行广告有限公司,北京派瑞威行广告有限公司,5,北京,北京,100
418575,300786.SZ,国林科技,北京城市排水集团有限责任公司,北京城市排水集团有限责任公司,5,北京城市排水集团有限责任公司,北京城市排水集团有限责任公司,4,北京,北京,100
418594,300786.SZ,国林科技,北京海斯顿水处理设备有限公司,北京海斯顿水处理设备有限公司,6,北京海斯顿水处理设备有限公司,北京海斯顿水处理设备有限公司,5,北京,北京,100
418613,300786.SZ,国林科技,北京皓天百能环保工程有限公司,北京皓天百能环保工程有限公司,7,北京皓天百能环保工程有限公司,北京皓天百能环保工程有限公司,6,北京,北京,100
418632,300786.SZ,国林科技,北京碧水源科技股份有限公司,北京碧水源科技股份有限公司,8,北京碧水源科技股份有限公司,北京碧水源科技股份有限公司,7,北京,北京,100
418669,300786.SZ,国林科技,南京工大环境科技有限公司,南京工大环境科技有限公司,10,南京工大环境科技有限公司,南京工大环境科技有限公司,8,南京,南京,100
418725,300786.SZ,国林科技,安力斯(天津)环保设备制造有限公司,安力斯(天津)环保设备制造有限公司,13,安力斯(天津)环保设备制造有限公司,安力斯(天津)环保设备制造有限公司,10,天津,天津,100
418762,300786.SZ,国林科技,江苏通用环境工程有限公司,江苏通用环境工程有限公司,15,江苏通用环境工程有限公司,江苏通用环境工程有限公司,11,江苏,江苏,100
418820,300786.SZ,国林科技,浙江百能科技有限公司,浙江百能科技有限公司,18,浙江百能科技有限公司,浙江百能科技有限公司,15,浙江,浙江,100
418875,300786.SZ,国林科技,福建龙净环保股份有限公司,福建龙净环保股份有限公司,21,福建龙净环保股份有限公司,福建龙净环保股份有限公司,16,福建,福建,100
419165,300787.SZ,海能实业,环胜电子(深圳)有限公司,环胜电子(深圳)有限公司,18,环胜电子(深圳)有限公司,环胜电子(深圳)有限公司,13,深圳,深圳,100
419400,300789.SZ,唐源电气,大连市202路轨道线路延伸工程总指挥部,大连市202路轨道线路延伸工程总指挥部,13,大连市202路轨道线路延伸工程总指挥部,大连市202路轨道线路延伸工程总指挥部,9,大连,大连,100
419430,300789.SZ,唐源电气,江苏今创车辆有限公司,江苏今创车辆有限公司,15,江苏今创车辆有限公司,江苏今创车辆有限公司,13,江苏,江苏,100
419471,300790.SZ,宇瞳光学,杭州海康威视电子有限公司,杭州海康威视电子有限公司,2,杭州海康威视电子有限公司,杭州海康威视电子有限公司,5,杭州,杭州,100
419482,300790.SZ,宇瞳光学,杭州海康威视科技有限公司,杭州海康威视科技有限公司,3,杭州海康威视科技有限公司,杭州海康威视科技有限公司,6,杭州,杭州,100
419493,300790.SZ,宇瞳光学,浙江大华智联有限公司,浙江大华智联有限公司,4,浙江大华智联有限公司,浙江大华智联有限公司,7,浙江,浙江,100
419504,300790.SZ,宇瞳光学,浙江大华科技有限公司,浙江大华科技有限公司,5,浙江大华科技有限公司,浙江大华科技有限公司,8,浙江,浙江,100
419535,300790.SZ,宇瞳光学,重庆海康威视科技有限公司,重庆海康威视科技有限公司,8,重庆海康威视科技有限公司,重庆海康威视科技有限公司,9,重庆,重庆,100
419546,300790.SZ,宇瞳光学,韩华泰科(天津)有限公司,韩华泰科(天津)有限公司,9,韩华泰科(天津)有限公司,韩华泰科(天津)有限公司,10,天津,天津,100
419712,300792.SZ,壹网壹创,上海百雀羚日用化学有限公司,上海百雀羚日用化学有限公司,1,上海百雀羚日用化学有限公司,上海百雀羚日用化学有限公司,1,上海,上海,100
419721,300792.SZ,壹网壹创,伊丽莎白雅顿(上海)化妆品贸易有限公司,伊丽莎白雅顿(上海)化妆品贸易有限公司,2,伊丽莎白雅顿(上海)化妆品贸易有限公司,伊丽莎白雅顿(上海)化妆品贸易有限公司,2,上海,上海,100
419739,300792.SZ,壹网壹创,广州宝洁有限公司,广州宝洁有限公司,4,广州宝洁有限公司,广州宝洁有限公司,4,广州,广州,100
420065,300795.SZ,米奥会展,宁波欧德国际商务咨询服务有限公司,宁波欧德国际商务咨询服务有限公司,11,宁波欧德国际商务咨询服务有限公司,宁波欧德国际商务咨询服务有限公司,4,宁波,宁波,100
420138,300795.SZ,米奥会展,广东征途展览有限公司,广东征途展览有限公司,16,广东征途展览有限公司,广东征途展览有限公司,7,广东,广东,100
420596,300796.SZ,贝斯美,台州新农科技有限公司,台州新农科技有限公司,17,台州新农科技有限公司,台州新农科技有限公司,9,台州,台州,100
420633,300796.SZ,贝斯美,山东华阳农药化工集团有限公司,山东华阳农药化工集团有限公司,19,山东华阳农药化工集团有限公司,山东华阳农药化工集团有限公司,10,山东,山东,100
420652,300796.SZ,贝斯美,山东滨农科技有限公司,山东滨农科技有限公司,20,山东滨农科技有限公司,山东滨农科技有限公司,11,山东,山东,100
420672,300796.SZ,贝斯美,山东立农农资有限公司,山东立农农资有限公司,21,山东立农农资有限公司,山东立农农资有限公司,13,山东,山东,100
420692,300796.SZ,贝斯美,沧州志诚有机生物科技有限公司,沧州志诚有机生物科技有限公司,22,沧州志诚有机生物科技有限公司,沧州志诚有机生物科技有限公司,15,沧州,沧州,100
420712,300796.SZ,贝斯美,浙江新农化工股份有限公司台州新农精细化工厂,浙江新农化工股份有限公司台州新农精细化工厂,23,浙江新农化工股份有限公司台州新农精细化工厂,浙江新农化工股份有限公司台州新农精细化工厂,17,浙江,浙江,100
420731,300796.SZ,贝斯美,深圳诺普信作物科技有限公司,深圳诺普信作物科技有限公司,24,深圳诺普信作物科技有限公司及关联方,深圳诺普信作物科技有限公司及关联方,18,深圳,深圳,100
420829,300797.SZ,钢研纳克,北京钢研高纳科技股份有限公司,北京钢研高纳科技股份有限公司,6,北京钢研高纳科技股份有限公司,北京钢研高纳科技股份有限公司,5,北京,北京,100
421002,300798.SZ,锦鸡股份,上海锦鸡染料有限公司,上海锦鸡染料有限公司,3,上海锦鸡染料有限公司,上海锦鸡染料有限公司,2,上海,上海,100
421029,300798.SZ,锦鸡股份,上海雅运纺织化工股份有限公司,上海雅运纺织化工股份有限公司,5,上海雅运纺织化工股份有限公司,上海雅运纺织化工股份有限公司,3,上海,上海,100
421192,300798.SZ,锦鸡股份,广州锦兴纺织漂染有限公司,广州锦兴纺织漂染有限公司,17,广州锦升纺织漂染有限公司,广州锦升纺织漂染有限公司,10,广州,广州,92
421205,300798.SZ,锦鸡股份,广州锦升纺织漂染有限公司,广州锦升纺织漂染有限公司,18,广州锦升纺织漂染有限公司,广州锦升纺织漂染有限公司,10,广州,广州,100
421271,300798.SZ,锦鸡股份,汕头市龙凤印染有限公司,汕头市龙凤印染有限公司,23,汕头市龙凤印染有限公司,汕头市龙凤印染有限公司,11,汕头,汕头,100
421325,300798.SZ,锦鸡股份,浙江迎丰科技股份有限公司,浙江迎丰科技股份有限公司,27,浙江迎丰科技股份有限公司,浙江迎丰科技股份有限公司,13,浙江,浙江,100
421326,300800.SZ,力合科技,上海科泽智慧环境科技有限公司,上海科泽智慧环境科技有限公司,1,上海科泽智慧环境科技有限公司,上海科泽智慧环境科技有限公司,1,上海,上海,100
421385,300800.SZ,力合科技,厦门隆力德环境技术开发有限公司,厦门隆力德环境技术开发有限公司,4,厦门隆力德环境技术开发有限公司,厦门隆力德环境技术开发有限公司,6,厦门,厦门,100
421422,300800.SZ,力合科技,天津市滨海新区环境局,天津市滨海新区环境局,6,天津市滨海新区环境局,天津市滨海新区环境局,7,天津,天津,100
421501,300800.SZ,力合科技,泉州市环境保护局,泉州市环境保护局,10,泉州市环境保护局,泉州市环境保护局,14,泉州,泉州,100
421706,300801.SZ,泰和科技,南通鑫乾化工有限公司,南通鑫乾化工有限公司,11,南通鑫乾化工有限公司,南通鑫乾化工有限公司,9,南通,南通,100
421745,300801.SZ,泰和科技,河北隆科水处理有限公司,河北隆科水处理有限公司,14,河北隆科水处理有限公司,河北隆科水处理有限公司,12,河北,河北,100
421864,300802.SZ,矩子科技,惠州启辰集团,惠州启辰集团,10,惠州启辰集团,惠州启辰集团,8,惠州,惠州,100
422090,300804.SZ,广康生化,南京普来福农业科技有限公司,南京普来福农业科技有限公司,2,南京普来福农业科技有限公司,南京普来福农业科技有限公司,9,南京,南京,100
422130,300804.SZ,广康生化,瑞纳国际(郑州)贸易有限公司,瑞纳国际(郑州)贸易有限公司,5,瑞纳国际(郑州)贸易有限公司,瑞纳国际(郑州)贸易有限公司,10,郑州,郑州,100
422138,300806.SZ,斯迪克,东莞市凯成环保科技有限公司,东莞市凯成环保科技有限公司,1,东莞市凯成环保科技有限公司,东莞市凯成环保科技有限公司,1,东莞,东莞,100
422175,300806.SZ,斯迪克,天津正合精密印刷有限公司,天津正合精密印刷有限公司,3,天津正合精密印刷有限公司,天津正合精密印刷有限公司,4,天津,天津,100
422213,300806.SZ,斯迪克,成都市正硕科技有限公司,成都市正硕科技有限公司,5,成都市正硕科技有限公司,成都市正硕科技有限公司,8,成都,成都,100
422286,300806.SZ,斯迪克,深圳正峰印刷有限公司,深圳正峰印刷有限公司,9,深圳正峰印刷有限公司,深圳正峰印刷有限公司,13,深圳,深圳,100
422304,300806.SZ,斯迪克,深圳臻金精密科技有限公司,深圳臻金精密科技有限公司,10,深圳臻金精密科技有限公司,深圳臻金精密科技有限公司,14,深圳,深圳,100
422470,300807.SZ,天迈科技,江西南昌公共交通运输集团有限责任公司,江西南昌公共交通运输集团有限责任公司,5,江西南昌公共交通运输集团有限责任公司,江西南昌公共交通运输集团有限责任公司,5,江西,江西,100
422485,300807.SZ,天迈科技,河南昊源达广告有限公司,河南昊源达广告有限公司,6,河南昊源达广告有限公司,河南昊源达广告有限公司,6,河南,河南,100
422544,300807.SZ,天迈科技,郑州宇通客车股份有限公司,郑州宇通客车股份有限公司,10,郑州宇通客车股份有限公司(合并),郑州宇通客车股份有限公司(合并),9,郑州,郑州,100
422560,300807.SZ,天迈科技,郑州市交通运输委员会,郑州市交通运输委员会,11,郑州市交通运输委员会,郑州市交通运输委员会,11,郑州,郑州,100
422575,300807.SZ,天迈科技,郑州市公共交通总公司,郑州市公共交通总公司,12,郑州市公共交通总公司(合并),郑州市公共交通总公司(合并),12,郑州,郑州,100
422590,300807.SZ,天迈科技,郑州市建设投资集团有限公司,郑州市建设投资集团有限公司,13,郑州市建设投资集团有限公司,郑州市建设投资集团有限公司,13,郑州,郑州,100
422685,300808.SZ,久量股份,广州倬亿贸易有限公司,广州倬亿贸易有限公司,10,广州倬亿贸易有限公司,广州倬亿贸易有限公司,8,广州,广州,100
422736,300809.SZ,华辰装备,北海诚德金属压延有限公司,北海诚德金属压延有限公司,3,北海诚德,北海诚德,3,北海,北海,100
422770,300809.SZ,华辰装备,天津市新宇彩板有限公司,天津市新宇彩板有限公司,5,天津市新宇彩板有限公司,天津市新宇彩板有限公司,5,天津,天津,100
422788,300809.SZ,华辰装备,山东盛阳金属科技股份有限公司,山东盛阳金属科技股份有限公司,6,山东盛阳金属科技股份有限公司,山东盛阳金属科技股份有限公司,7,山东,山东,100
422805,300809.SZ,华辰装备,山东钢铁集团日照有限公司,山东钢铁集团日照有限公司,7,山东钢铁集团日照有限公司,山东钢铁集团日照有限公司,8,山东,山东,100
422855,300809.SZ,华辰装备,日照钢铁控股集团有限公司,日照钢铁控股集团有限公司,10,日照钢铁控股集团有限公司,日照钢铁控股集团有限公司,10,日照,日照,100
422874,300809.SZ,华辰装备,河北纵横集团丰南钢铁有限公司,河北纵横集团丰南钢铁有限公司,11,河北纵横集团丰南钢铁有限公司,河北纵横集团丰南钢铁有限公司,13,河北,河北,100
423054,300811.SZ,铂科新材,惠州佳扬电子科技有限公司,惠州佳扬电子科技有限公司,2,惠州佳扬电子科技有限公司,惠州佳扬电子科技有限公司,2,惠州,惠州,100
423062,300811.SZ,铂科新材,深圳市京泉华科技股份有限公司,深圳市京泉华科技股份有限公司,3,深圳市京泉华科技股份有限公司,深圳市京泉华科技股份有限公司,3,深圳,深圳,100
423071,300811.SZ,铂科新材,深圳市海光电子有限公司,深圳市海光电子有限公司,4,深圳市海光电子有限公司,深圳市海光电子有限公司,5,深圳,深圳,100
423087,300811.SZ,铂科新材,青岛云路新能源科技有限公司,青岛云路新能源科技有限公司,6,青岛云路新能源科技有限公司,青岛云路新能源科技有限公司,7,青岛,青岛,100
423129,300812.SZ,易天股份,厦门天马微电子有限公司,厦门天马微电子有限公司,3,厦门天马微电子有限公司,厦门天马微电子有限公司,8,厦门,厦门,100
423308,300812.SZ,易天股份,重庆两江联创电子有限公司,重庆两江联创电子有限公司,13,重庆两江联创电子有限公司,重庆两江联创电子有限公司,17,重庆,重庆,100
423420,300813.SZ,泰林生物,北京生物制品研究所有限责任公司,北京生物制品研究所有限责任公司,7,北京生物制品研究所有限责任公司,北京生物制品研究所有限责任公司,4,北京,北京,100
423458,300813.SZ,泰林生物,四川科伦药业股份有限公司,四川科伦药业股份有限公司,9,四川科伦药业股份有限公司,四川科伦药业股份有限公司,6,四川,四川,100
423623,300813.SZ,泰林生物,杰科(天津)生物医药有限公司,杰科(天津)生物医药有限公司,18,杰科(天津)生物医药有限公司,杰科(天津)生物医药有限公司,9,天津,天津,100
423661,300813.SZ,泰林生物,江苏奥赛康药业有限公司,江苏奥赛康药业有限公司,20,江苏奥赛康药业有限公司,江苏奥赛康药业有限公司,11,江苏,江苏,100
423717,300813.SZ,泰林生物,济南宜明医疗科技有限公司,济南宜明医疗科技有限公司,23,济南宜明医疗科技有限公司,济南宜明医疗科技有限公司,13,济南,济南,100
423754,300813.SZ,泰林生物,浙江惠迪森药业有限公司,浙江惠迪森药业有限公司,25,浙江惠迪森药业有限公司,浙江惠迪森药业有限公司,14,浙江,浙江,100
423830,300813.SZ,泰林生物,苏州穹科仪器有限公司,苏州穹科仪器有限公司,29,苏州穹科仪器有限公司,苏州穹科仪器有限公司,18,苏州,苏州,100
423966,300814.SZ,中富电路,东莞市嘉龙海杰电子科技有限公司,东莞市嘉龙海杰电子科技有限公司,5,东莞市嘉龙海杰电子科技有限公司,东莞市嘉龙海杰电子科技有限公司,6,东莞,东莞,100
423989,300814.SZ,中富电路,深圳市海光电子有限公司,深圳市海光电子有限公司,7,深圳市海光电子有限公司,深圳市海光电子有限公司,9,深圳,深圳,100
424044,300815.SZ,玉禾田,景德镇市市容环境卫生管理局,景德镇市市容环境卫生管理局,6,景德镇市市容环境卫生管理局,景德镇市市容环境卫生管理局,4,景德镇,景德镇,100
424095,300815.SZ,玉禾田,海口市秀英区环境卫生管理局,海口市秀英区环境卫生管理局,11,海口市秀英区环境卫生管理局,海口市秀英区环境卫生管理局,5,海口,海口,100
424106,300815.SZ,玉禾田,深圳市地铁集团有限公司,深圳市地铁集团有限公司,12,深圳市地铁集团有限公司,深圳市地铁集团有限公司,6,深圳,深圳,100
424117,300815.SZ,玉禾田,澄迈县综合行政执法局,澄迈县综合行政执法局,13,澄迈县综合行政执法局,澄迈县综合行政执法局,7,澄迈,澄迈,100
424128,300815.SZ,玉禾田,琼海市综合行政执法局,琼海市综合行政执法局,14,琼海市综合行政执法局,琼海市综合行政执法局,8,琼海,琼海,100
424184,300816.SZ,艾可蓝,安徽全柴动力股份有限公司,安徽全柴动力股份有限公司,4,安徽全柴动力股份有限公司,安徽全柴动力股份有限公司,6,安徽,安徽,100
424206,300816.SZ,艾可蓝,昆明云内动力股份有限公司,昆明云内动力股份有限公司,5,昆明云内动力股份有限公司,昆明云内动力股份有限公司,12,昆明,昆明,100
424223,300816.SZ,艾可蓝,江苏四达,江苏四达,6,江苏四达动力机械集团有限公司,江苏四达动力机械集团有限公司,13,江苏,江苏,100
424325,300817.SZ,双飞集团,合肥波林新材料股份有限公司,合肥波林新材料股份有限公司,3,合肥波林新材料股份有限公司,合肥波林新材料股份有限公司,5,合肥,合肥,100
424390,300817.SZ,双飞集团,烟台大丰轴瓦有限责任公司,烟台大丰轴瓦有限责任公司,12,烟台大丰轴瓦有限责任公司,烟台大丰轴瓦有限责任公司,7,烟台,烟台,100
424674,300818.SZ,耐普矿机,江西铜业集团(德兴)泵业有限公司,江西铜业集团(德兴)泵业有限公司,21,江西铜业集团(德兴)泵业有限公司,江西铜业集团(德兴)泵业有限公司,10,江西,江西,100
424882,300819.SZ,聚杰微纤,上海莘威运动品有限公司,上海莘威运动品有限公司,12,上海莘威运动品有限公司,上海莘威运动品有限公司,8,上海,上海,100
